ID	Gene_Symbol	U133A_Gene?	Subtyping_Signature_Gene?
8280	RPP14	YES	
8281	RPP21	YES	
8282	RPP30	YES	
8283	RPP38	YES	
8284	RPP40	YES	
8285	RPRD1B		
8286	RPRD2		
8287	RPS10	YES	
8288	RPS11	YES	
8289	RPS12		
8290	RPS13	YES	
8291	RPS14	YES	
8292	RPS15	YES	
8293	RPS15A	YES	
8294	RPS16	YES	
8295	RPS18		
8296	RPS19	YES	
8297	RPS19BP1		
8298	RPS2	YES	
8299	RPS20	YES	
8300	RPS21	YES	
8301	RPS23	YES	
8302	RPS24	YES	
8303	RPS25	YES	
8304	RPS26		
8305	RPS27	YES	
8306	RPS27A	YES	
8307	RPS27L	YES	
8308	RPS28	YES	
8309	RPS29	YES	
8310	RPS3	YES	
8311	RPS3A	YES	
8312	RPS4X	YES	
8313	RPS4Y1	YES	
8314	RPS5	YES	
8315	RPS6	YES	
8316	RPS6KA1	YES	
8317	RPS6KA2	YES	
8318	RPS6KA3	YES	
8319	RPS6KA4	YES	
8320	RPS6KA5	YES	
8321	RPS6KB1	YES	
8322	RPS6KB2	YES	
8323	RPS6KL1		
8324	RPS7	YES	
8325	RPS8	YES	
8326	RPS9	YES	
8327	RPSA		
8328	RPSAP58		
8329	RPTOR		
8330	RPUSD1		
8331	RPUSD2	YES	
8332	RPUSD3		
8333	RPUSD4		
8334	RQCD1	YES	
8335	RRAD	YES	
8336	RRAGA	YES	
8337	RRAGC	YES	
8338	RRAGD	YES	
8339	RRAS	YES	
8340	RRAS2	YES	
8341	RRBP1	YES	
8342	RREB1	YES	
8343	RRH	YES	
8344	RRM1	YES	
8345	RRM2	YES	
8346	RRM2B		
8347	RRN3	YES	
8348	RRNAD1		
8349	RRP1	YES	
8350	RRP12	YES	
8351	RRP15	YES	
8352	RRP1B	YES	
8353	RRP36		
8354	RRP7A		
8355	RRP8		
8356	RRP9	YES	
8357	RRS1	YES	
8358	RSAD1	YES	
8359	RSBN1	YES	
8360	RSBN1L		
8361	RSC1A1		
8362	RSF1	YES	
8363	RSL1D1	YES	
8364	RSL24D1		
8365	RSPH3		
8366	RSPH4A		
8367	RSPH9		
8368	RSPRY1		
8369	RSRC1	YES	
8370	RSRC2	YES	
8371	RSU1	YES	
8372	RTBDN		
8373	RTDR1	YES	
8374	RTF1	YES	
8375	RTKN		
8376	RTKN2		
8377	RTN3	YES	
8378	RTN4IP1		
8379	RTN4R		
8380	RTP4	YES	
8381	RTTN		
8382	RUFY1	YES	
8383	RUFY3	YES	
8384	RUNDC1		
8385	RUNX1	YES	Mesenchymal
8386	RUNX1T1	YES	
8387	RUNX2	YES	
8388	RUNX3	YES	
8389	RUSC1	YES	
8390	RUVBL1	YES	
8391	RUVBL2	YES	
8392	RWDD1	YES	
8393	RWDD4		
8394	RXRA	YES	
8395	RXRG	YES	
8396	RYBP	YES	
8397	RYK	YES	
8398	RYR3	YES	
8399	S100A10	YES	
8400	S100A11	YES	Mesenchymal
8401	S100A13	YES	
8402	S100A16		
8403	S100A2	YES	
8404	S100A3	YES	
8405	S100A4	YES	
8406	S100A6	YES	
8407	S100B	YES	
8408	S100PBP	YES	
8409	S1PR2		
8410	S1PR3		
8411	S1PR5		
8412	SAA1		
8413	SAA2		
8414	SAAL1		
8415	SAC3D1	YES	
8416	SACS	YES	
8417	SAE1	YES	
8418	SAFB	YES	
8419	SAFB2	YES	
8420	SALL1	YES	Classical
8421	SALL2	YES	
8422	SALL3		
8423	SALL4		
8424	SAMD1		
8425	SAMD10		
8426	SAMD13		
8427	SAMD14		
8428	SAMD15		
8429	SAMD4A	YES	
8430	SAMD4B	YES	
8431	SAMD5		
8432	SAMD9	YES	
8433	SAMD9L		
8434	SAMHD1	YES	
8435	SAMM50	YES	
8436	SAP130	YES	
8437	SAP25		
8438	SAP30	YES	
8439	SAP30BP	YES	
8440	SAP30L	YES	
8441	SAR1A	YES	
8442	SAR1B	YES	
8443	SARDH	YES	
8444	SARM1	YES	
8445	SARNP		
8446	SART1	YES	
8447	SART3	YES	
8448	SASH1	YES	
8449	SASS6		
8450	SAT1	YES	
8451	SAT2		
8452	SATB1	YES	
8453	SATB2	YES	
8454	SATL1	YES	
8455	SAV1	YES	
8456	SBDS		
8457	SBF1	YES	
8458	SBF2		
8459	SBK1		
8460	SBNO1		
8461	SBNO2	YES	
8462	SCAF1		
8463	SCAF11		
8464	SCAF4		
8465	SCAF8		
8466	SCAMP2	YES	
8467	SCAMP3	YES	
8468	SCAMP4	YES	
8469	SCAND1	YES	
8470	SCAND3		
8471	SCAP	YES	
8472	SCARA3	YES	
8473	SCARB1	YES	
8474	SCARB2	YES	
8475	SCARF2		
8476	SCCPDH	YES	
8477	SCD	YES	
8478	SCD5	YES	
8479	SCEL	YES	
8480	SCFD1	YES	
8481	SCFD2		
8482	SCG2	YES	
8483	SCG3	YES	
8484	SCHIP1	YES	
8485	SCLT1		
8486	SCLY	YES	
8487	SCMH1	YES	
8488	SCML1	YES	
8489	SCML2	YES	
8490	SCN11A	YES	
8491	SCN1A	YES	
8492	SCN3A	YES	
8493	SCN4B		
8494	SCN5A	YES	
8495	SCN9A	YES	
8496	SCNM1	YES	
8497	SCNN1B	YES	
8498	SCNN1D	YES	
8499	SCNN1G		
8500	SCO1		
8501	SCO2	YES	
8502	SCP2	YES	
8503	SCPEP1	YES	
8504	SCRG1	YES	
8505	SCRIB	YES	
8506	SCRN1	YES	
8507	SCRN2		
8508	SCRN3	YES	
8509	SCUBE2	YES	
8510	SCUBE3	YES	
8511	SCYL1		
8512	SCYL2	YES	
8513	SCYL3	YES	
8514	SDAD1	YES	
8515	SDC1	YES	Mesenchymal
8516	SDC2	YES	
8517	SDC3	YES	
8518	SDC4	YES	
8519	SDCBP	YES	
8520	SDCBP2		
8521	SDCCAG3	YES	
8522	SDCCAG8	YES	
8523	SDF2	YES	
8524	SDF2L1	YES	
8525	SDF4	YES	
8526	SDHAF2		
8527	SDHC	YES	
8528	SDHD	YES	
8529	SDK1		
8530	SDK2	YES	
8531	SDR39U1		
8532	SDSL		
8533	SEC11A	YES	
8534	SEC13	YES	
8535	SEC14L1	YES	
8536	SEC14L2	YES	
8537	SEC14L4	YES	
8538	SEC16A	YES	
8539	SEC22A	YES	
8540	SEC22C		
8541	SEC23B	YES	
8542	SEC23IP	YES	
8543	SEC24A	YES	
8544	SEC24B	YES	
8545	SEC24C	YES	
8546	SEC24D	YES	
8547	SEC31A	YES	
8548	SEC31B	YES	
8549	SEC61A1	YES	
8550	SEC61B	YES	
8551	SEC61G	YES	
8552	SEC62		
8553	SEC63	YES	
8554	SECISBP2	YES	
8555	SECISBP2L		
8556	SEH1L	YES	
8557	SEL1L	YES	
8558	SEL1L2		
8559	SEL1L3		
8560	SELRC1		
8561	SEMA3A	YES	
8562	SEMA3C	YES	
8563	SEMA3E	YES	
8564	SEMA4B		
8565	SEMA4C	YES	
8566	SEMA4G	YES	
8567	SEMA5A	YES	
8568	SEMA5B		
8569	SEMA6A	YES	
8570	SEMA6B	YES	
8571	SEMA6C	YES	
8572	SEMA6D	YES	
8573	SEMA7A	YES	
8574	SENP1		
8575	SENP3	YES	
8576	SENP6	YES	
8577	SENP7	YES	
8578	SEPHS1	YES	
8579	SEPHS2	YES	
8580	SEPN1		
8581	SEPSECS		
8582	SEPT1		
8583	SEPT10	YES	
8584	SEPT11	YES	Classical
8585	SEPT14		
8586	SEPT2	YES	
8587	SEPT6	YES	
8588	SEPT7	YES	
8589	SEPT7L		
8590	SEPT8	YES	
8591	SEPT9	YES	
8592	SERAC1		
8593	SERBP1	YES	
8594	SERF2	YES	
8595	SERHL2		
8596	SERINC2	YES	
8597	SERINC5		
8598	SERPINA10	YES	
8599	SERPINA5	YES	
8600	SERPINB2	YES	
8601	SERPINB6	YES	
8602	SERPIND1	YES	
8603	SERPINE1	YES	
8604	SERPINE3		
8605	SERPINF1	YES	
8606	SERPINH1	YES	
8607	SERPINI2	YES	
8608	SERTAD1		
8609	SERTAD2	YES	
8610	SERTAD3	YES	
8611	SERTAD4		
8612	SESN2		
8613	SESN3		
8614	SESTD1		
8615	SET	YES	
8616	SETBP1	YES	
8617	SETD1A	YES	
8618	SETD1B	YES	
8619	SETD2	YES	
8620	SETD4	YES	
8621	SETD5	YES	
8622	SETD6	YES	
8623	SETD7		
8624	SETD8	YES	
8625	SETDB1	YES	
8626	SETDB2		
8627	SETMAR	YES	
8628	SETX	YES	
8629	SEZ6		
8630	SEZ6L	YES	
8631	SEZ6L2	YES	
8632	SF1	YES	
8633	SF3A1	YES	
8634	SF3A2	YES	
8635	SF3A3	YES	
8636	SF3B1	YES	
8637	SF3B2	YES	
8638	SF3B3	YES	
8639	SF3B4	YES	
8640	SF3B5	YES	
8641	SFI1	YES	
8642	SFMBT1	YES	
8643	SFMBT2		
8644	SFN	YES	
8645	SFPQ	YES	
8646	SFR1		
8647	SFRP1	YES	
8648	SFRP4	YES	
8649	SFSWAP		
8650	SFT2D2	YES	
8651	SFT2D3		
8652	SFTA3		
8653	SFTPB	YES	
8654	SFXN1	YES	
8655	SFXN2		
8656	SFXN5		
8657	SGCA	YES	
8658	SGCB	YES	
8659	SGCD	YES	
8660	SGCE	YES	
8661	SGCG	YES	
8662	SGMS2		
8663	SGOL1		
8664	SGOL2		
8665	SGPL1	YES	
8666	SGPP1	YES	
8667	SGPP2		
8668	SGSH	YES	
8669	SGSM2	YES	
8670	SGSM3	YES	
8671	SGTA	YES	
8672	SH2B1	YES	
8673	SH2B2		
8674	SH2B3	YES	
8675	SH2D1A	YES	
8676	SH2D4A	YES	
8677	SH2D5		
8678	SH2D6		
8679	SH2D7		
8680	SH3BGR	YES	
8681	SH3BGRL	YES	
8682	SH3BGRL3	YES	
8683	SH3BP1	YES	
8684	SH3BP2	YES	
8685	SH3BP4	YES	
8686	SH3BP5L		
8687	SH3D19		
8688	SH3D21		
8689	SH3GL1	YES	
8690	SH3GLB1	YES	
8691	SH3GLB2	YES	
8692	SH3KBP1		
8693	SH3PXD2B		
8694	SH3RF1		
8695	SH3RF2		
8696	SH3RF3		
8697	SH3TC2	YES	
8698	SH3YL1	YES	
8699	SHARPIN	YES	
8700	SHB	YES	
8701	SHC1	YES	
8702	SHC2	YES	
8703	SHC4		
8704	SHCBP1	YES	
8705	SHD		
8706	SHF		
8707	SHFM1	YES	
8708	SHH	YES	
8709	SHISA2		
8710	SHISA4		
8711	SHISA5		
8712	SHISA6		
8713	SHISA9		
8714	SHKBP1		
8715	SHMT1	YES	
8716	SHMT2	YES	
8717	SHOX2	YES	
8718	SHPK		
8719	SHPRH		
8720	SHQ1	YES	
8721	SHROOM2	YES	
8722	SHROOM3		
8723	SHROOM4		
8724	SIAE		
8725	SIAH1	YES	
8726	SIAH2	YES	
8727	SIDT1	YES	
8728	SIDT2	YES	
8729	SIGLEC11		
8730	SIGMAR1		
8731	SIK2		
8732	SIK3		
8733	SIKE1		
8734	SIL1	YES	
8735	SIM2	YES	Proneural
8736	SIN3A		
8737	SIN3B	YES	
8738	SIPA1	YES	
8739	SIPA1L1	YES	
8740	SIPA1L2		
8741	SIPA1L3	YES	
8742	SIRT1	YES	
8743	SIRT2	YES	
8744	SIRT3	YES	
8745	SIRT4	YES	
8746	SIRT5	YES	
8747	SIRT6	YES	
8748	SIRT7	YES	
8749	SIVA1	YES	
8750	SIX1	YES	
8751	SIX4		
8752	SIX5	YES	
8753	SKA1		
8754	SKA2		
8755	SKA3		
8756	SKAP1	YES	
8757	SKAP2	YES	
8758	SKI	YES	
8759	SKIL	YES	
8760	SKIV2L	YES	
8761	SKIV2L2	YES	
8762	SKP2	YES	
8763	SLA2		
8764	SLAIN1		
8765	SLAIN2		
8766	SLBP	YES	
8767	SLC10A3	YES	
8768	SLC10A4		
8769	SLC10A5		
8770	SLC10A6		
8771	SLC10A7		
8772	SLC11A2	YES	
8773	SLC12A1	YES	
8774	SLC12A2	YES	
8775	SLC12A4	YES	
8776	SLC12A5	YES	
8777	SLC12A6	YES	
8778	SLC12A7	YES	
8779	SLC12A8	YES	
8780	SLC12A9	YES	
8781	SLC13A4	YES	
8782	SLC14A2	YES	
8783	SLC15A2	YES	
8784	SLC15A4		
8785	SLC16A1	YES	
8786	SLC16A14		
8787	SLC16A2	YES	
8788	SLC16A4	YES	
8789	SLC16A7	YES	
8790	SLC16A9		
8791	SLC17A5	YES	
8792	SLC17A6	YES	Proneural
8793	SLC18A1	YES	
8794	SLC19A1	YES	
8795	SLC19A2	YES	
8796	SLC19A3	YES	
8797	SLC1A1	YES	Proneural
8798	SLC1A3	YES	
8799	SLC1A5	YES	
8800	SLC1A6	YES	
8801	SLC20A1	YES	
8802	SLC20A2	YES	Classical
8803	SLC22A1	YES	
8804	SLC22A17	YES	
8805	SLC22A18	YES	
8806	SLC22A18AS	YES	
8807	SLC22A23		
8808	SLC22A3	YES	
8809	SLC22A4	YES	
8810	SLC22A5	YES	
8811	SLC23A2	YES	
8812	SLC24A1	YES	
8813	SLC24A3	YES	
8814	SLC24A5	YES	
8815	SLC24A6	YES	
8816	SLC25A1	YES	
8817	SLC25A10	YES	
8818	SLC25A11	YES	
8819	SLC25A13	YES	
8820	SLC25A15	YES	
8821	SLC25A16	YES	
8822	SLC25A17	YES	
8823	SLC25A18		
8824	SLC25A19		
8825	SLC25A2		
8826	SLC25A20	YES	
8827	SLC25A22	YES	
8828	SLC25A23	YES	
8829	SLC25A24	YES	
8830	SLC25A25		
8831	SLC25A27		
8832	SLC25A29		
8833	SLC25A30	YES	
8834	SLC25A31	YES	
8835	SLC25A32	YES	
8836	SLC25A34		
8837	SLC25A35		
8838	SLC25A36	YES	
8839	SLC25A37	YES	
8840	SLC25A38	YES	
8841	SLC25A39		
8842	SLC25A40	YES	
8843	SLC25A42	YES	
8844	SLC25A43		
8845	SLC25A45		
8846	SLC25A5	YES	
8847	SLC26A10	YES	
8848	SLC26A11		
8849	SLC26A2	YES	
8850	SLC26A3	YES	
8851	SLC26A4	YES	
8852	SLC26A5		
8853	SLC26A6	YES	
8854	SLC26A7		
8855	SLC26A9		
8856	SLC27A1		
8857	SLC27A2	YES	
8858	SLC27A3	YES	
8859	SLC27A4		
8860	SLC27A5	YES	
8861	SLC27A6	YES	
8862	SLC28A2	YES	
8863	SLC29A1	YES	
8864	SLC29A2	YES	
8865	SLC29A3	YES	
8866	SLC29A4		
8867	SLC2A1	YES	
8868	SLC2A10	YES	
8869	SLC2A14		
8870	SLC2A2	YES	
8871	SLC2A3	YES	
8872	SLC2A4	YES	
8873	SLC2A4RG	YES	
8874	SLC2A6	YES	
8875	SLC2A7		
8876	SLC2A8	YES	
8877	SLC30A1		
8878	SLC30A2		
8879	SLC30A4	YES	
8880	SLC30A5	YES	
8881	SLC30A6		
8882	SLC30A7		
8883	SLC30A8		
8884	SLC31A1	YES	
8885	SLC31A2	YES	
8886	SLC33A1	YES	
8887	SLC35A1	YES	
8888	SLC35A2	YES	
8889	SLC35A3	YES	
8890	SLC35A4		
8891	SLC35A5	YES	
8892	SLC35B1	YES	
8893	SLC35B2		
8894	SLC35B3		
8895	SLC35B4		
8896	SLC35C1	YES	
8897	SLC35C2	YES	
8898	SLC35D1	YES	
8899	SLC35D2	YES	
8900	SLC35E1	YES	
8901	SLC35E2	YES	
8902	SLC35E2B		
8903	SLC35E3	YES	
8904	SLC35E4		
8905	SLC35F1		
8906	SLC35F2	YES	
8907	SLC35F4		
8908	SLC35F5		
8909	SLC35G1		
8910	SLC35G5		
8911	SLC36A1	YES	
8912	SLC36A4		
8913	SLC37A1	YES	
8914	SLC37A3		
8915	SLC38A1	YES	
8916	SLC38A10		
8917	SLC38A2	YES	
8918	SLC38A6	YES	
8919	SLC38A7		
8920	SLC38A9		
8921	SLC39A1	YES	
8922	SLC39A11		
8923	SLC39A13		
8924	SLC39A14	YES	
8925	SLC39A3		
8926	SLC39A4	YES	
8927	SLC39A5		
8928	SLC39A6	YES	
8929	SLC39A7	YES	
8930	SLC39A8	YES	
8931	SLC39A9	YES	
8932	SLC3A1		
8933	SLC3A2	YES	Classical
8934	SLC40A1		
8935	SLC41A1		
8936	SLC41A2		
8937	SLC43A1	YES	
8938	SLC43A2		
8939	SLC43A3	YES	
8940	SLC44A1		
8941	SLC44A2		
8942	SLC44A3		
8943	SLC44A4	YES	
8944	SLC44A5		
8945	SLC45A2	YES	
8946	SLC45A4		
8947	SLC46A1		
8948	SLC47A1	YES	
8949	SLC47A2		
8950	SLC4A1AP	YES	
8951	SLC4A2	YES	
8952	SLC4A3	YES	
8953	SLC4A4	YES	Classical
8954	SLC4A5	YES	
8955	SLC4A7	YES	
8956	SLC4A8	YES	
8957	SLC50A1		
8958	SLC5A3	YES	
8959	SLC5A6	YES	
8960	SLC5A9		
8961	SLC6A1	YES	
8962	SLC6A16	YES	
8963	SLC6A20	YES	
8964	SLC6A4	YES	
8965	SLC6A6	YES	
8966	SLC6A8	YES	
8967	SLC6A9	YES	
8968	SLC7A1	YES	
8969	SLC7A11	YES	
8970	SLC7A2	YES	
8971	SLC7A5	YES	
8972	SLC7A6	YES	
8973	SLC7A6OS		
8974	SLC8A3		
8975	SLC9A1	YES	
8976	SLC9A2	YES	
8977	SLC9A3R1	YES	
8978	SLC9A3R2	YES	
8979	SLC9A4		
8980	SLC9A7	YES	
8981	SLC9A8	YES	
8982	SLC9B1		
8983	SLCO3A1	YES	
8984	SLCO4A1	YES	
8985	SLCO5A1	YES	
8986	SLFN11		
8987	SLFN12	YES	
8988	SLFN5		
8989	SLIRP		
8990	SLIT1	YES	
8991	SLITRK1		
8992	SLITRK2		
8993	SLITRK3	YES	
8994	SLITRK6		
8995	SLK	YES	
8996	SLMO1	YES	
8997	SLMO2	YES	
8998	SLN	YES	
8999	SLPI	YES	Mesenchymal
9000	SLTM	YES	
9001	SLX4		
9002	SMAD1	YES	
9003	SMAD2	YES	
9004	SMAD3	YES	
9005	SMAD4	YES	
9006	SMAD7	YES	
9007	SMAD9	YES	
9008	SMAGP		
9009	SMAP1		
9010	SMARCA1	YES	
9011	SMARCA4	YES	
9012	SMARCA5	YES	
9013	SMARCAD1		
9014	SMARCAL1	YES	
9015	SMARCB1	YES	
9016	SMARCC1	YES	
9017	SMARCC2	YES	
9018	SMARCD1	YES	
9019	SMARCD2	YES	
9020	SMARCD3	YES	
9021	SMARCE1	YES	
9022	SMC1A	YES	
9023	SMC2	YES	
9024	SMC3	YES	
9025	SMC4	YES	
9026	SMC5	YES	
9027	SMC6	YES	
9028	SMCHD1	YES	
9029	SMCR5		
9030	SMCR7		
9031	SMCR7L	YES	
9032	SMCR8		
9033	SMEK1	YES	
9034	SMEK2		
9035	SMG1	YES	
9036	SMG5	YES	
9037	SMG6	YES	
9038	SMG7	YES	
9039	SMG8		
9040	SMG9		
9041	SMNDC1	YES	
9042	SMO	YES	
9043	SMOX	YES	
9044	SMPD1	YES	
9045	SMPD2	YES	
9046	SMPD3	YES	Proneural
9047	SMPD4	YES	
9048	SMPDL3A	YES	
9049	SMS	YES	
9050	SMTN	YES	
9051	SMU1	YES	
9052	SMUG1	YES	
9053	SMURF1	YES	
9054	SMURF2	YES	
9055	SMYD2	YES	
9056	SMYD3	YES	
9057	SMYD4		
9058	SMYD5	YES	
9059	SNAI1	YES	
9060	SNAI2	YES	
9061	SNAP23	YES	
9062	SNAP29	YES	
9063	SNAP47		
9064	SNAPC1	YES	
9065	SNAPC2	YES	
9066	SNAPC3	YES	
9067	SNAPC4	YES	
9068	SNAPIN		
9069	SNCAIP	YES	
9070	SND1	YES	
9071	SNED1	YES	
9072	SNF8	YES	
9073	SNIP1	YES	
9074	SNRK	YES	
9075	SNRNP200		
9076	SNRNP25		
9077	SNRNP27		
9078	SNRNP35		
9079	SNRNP40		
9080	SNRNP48		
9081	SNRNP70		
9082	SNRPA	YES	
9083	SNRPA1	YES	
9084	SNRPB	YES	
9085	SNRPB2	YES	
9086	SNRPC	YES	
9087	SNRPD1	YES	
9088	SNRPD2	YES	
9089	SNRPD3	YES	
9090	SNRPE	YES	
9091	SNRPF	YES	
9092	SNRPG	YES	
9093	SNTA1	YES	
9094	SNTB1	YES	
9095	SNTB2	YES	
9096	SNTG1		
9097	SNUPN	YES	
9098	SNW1	YES	
9099	SNX1	YES	
9100	SNX10	YES	
9101	SNX12		
9102	SNX13	YES	
9103	SNX14		
9104	SNX16	YES	
9105	SNX17	YES	
9106	SNX18		
9107	SNX19	YES	
9108	SNX21		
9109	SNX22		
9110	SNX24	YES	
9111	SNX25		
9112	SNX29		
9113	SNX3	YES	
9114	SNX30		
9115	SNX31		
9116	SNX32		
9117	SNX33		
9118	SNX4	YES	
9119	SNX5	YES	
9120	SNX6	YES	
9121	SNX7	YES	
9122	SNX8		
9123	SNX9		
9124	SOAT1	YES	
9125	SOBP	YES	
9126	SOCS2	YES	
9127	SOCS3	YES	
9128	SOCS4		
9129	SOCS6	YES	
9130	SOD2	YES	
9131	SOLH	YES	
9132	SON	YES	
9133	SORBS3	YES	
9134	SORCS2		
9135	SORCS3	YES	
9136	SORD	YES	
9137	SORT1	YES	
9138	SOS1		
9139	SOS2	YES	
9140	SOST		
9141	SOX1	YES	
9142	SOX10	YES	Proneural
9143	SOX11	YES	
9144	SOX12	YES	
9145	SOX13	YES	
9146	SOX15	YES	
9147	SOX2	YES	
9148	SOX21	YES	
9149	SOX4	YES	
9150	SOX5	YES	
9151	SOX6		
9152	SOX7		
9153	SOX8		
9154	SOX9	YES	Classical
9155	SP1	YES	
9156	SP100	YES	
9157	SP110	YES	
9158	SP140	YES	
9159	SP140L		
9160	SP2	YES	
9161	SP3	YES	
9162	SP4	YES	
9163	SP8		
9164	SPA17	YES	
9165	SPAG1	YES	
9166	SPAG17		
9167	SPAG4	YES	Mesenchymal
9168	SPAG5	YES	
9169	SPAG7	YES	
9170	SPAG8	YES	
9171	SPAG9	YES	
9172	SPARC	YES	
9173	SPAST	YES	
9174	SPATA12		
9175	SPATA13		
9176	SPATA17		
9177	SPATA2	YES	
9178	SPATA20	YES	
9179	SPATA21		
9180	SPATA24		
9181	SPATA4		
9182	SPATA5		
9183	SPATA5L1	YES	
9184	SPATA6	YES	
9185	SPATS2	YES	
9186	SPATS2L		
9187	SPC24		
9188	SPC25	YES	
9189	SPCS1	YES	
9190	SPCS2	YES	
9191	SPCS3	YES	
9192	SPDYA		
9193	SPDYE1		
9194	SPDYE3		
9195	SPECC1		
9196	SPECC1L	YES	
9197	SPEG	YES	
9198	SPEN	YES	
9199	SPG11	YES	
9200	SPG20OS		
9201	SPG21	YES	
9202	SPG7	YES	
9203	SPHK1	YES	
9204	SPHK2	YES	
9205	SPICE1		
9206	SPIN2B		
9207	SPIN3		
9208	SPIN4		
9209	SPINK1	YES	
9210	SPINK13		
9211	SPIRE1		
9212	SPIRE2		
9213	SPNS1		
9214	SPNS2		
9215	SPOCD1		
9216	SPOCK1	YES	
9217	SPOCK2	YES	
9218	SPON2	YES	
9219	SPOP	YES	
9220	SPOPL		
9221	SPP1	YES	
9222	SPR	YES	
9223	SPRED1		
9224	SPRED2	YES	
9225	SPRED3		
9226	SPRR4		
9227	SPRY1	YES	
9228	SPRY2	YES	Classical
9229	SPRY4	YES	
9230	SPSB2		
9231	SPSB3	YES	
9232	SPSB4		
9233	SPTAN1	YES	
9234	SPTB	YES	
9235	SPTBN1	YES	
9236	SPTBN2	YES	
9237	SPTBN5	YES	
9238	SPTLC1	YES	
9239	SPTLC2	YES	
9240	SPTLC3		
9241	SPTSSA		
9242	SPTSSB		
9243	SPTY2D1		
9244	SQLE	YES	
9245	SQRDL	YES	
9246	SQSTM1	YES	
9247	SRA1		
9248	SRBD1	YES	
9249	SRC	YES	
9250	SRCAP	YES	
9251	SRCRB4D		
9252	SRD5A1	YES	
9253	SRD5A3		
9254	SREBF1	YES	
9255	SREBF2	YES	
9256	SREK1		
9257	SREK1IP1		
9258	SRF	YES	
9259	SRFBP1		
9260	SRGAP1		
9261	SRGAP2		
9262	SRI	YES	
9263	SRM	YES	
9264	SRP14	YES	
9265	SRP19	YES	
9266	SRP54	YES	
9267	SRP68		
9268	SRP72	YES	
9269	SRP9	YES	
9270	SRPK1	YES	
9271	SRPK3	YES	
9272	SRPR	YES	
9273	SRPRB	YES	
9274	SRPX	YES	
9275	SRPX2	YES	
9276	SRR	YES	
9277	SRRD		
9278	SRRM1	YES	
9279	SRRM2	YES	
9280	SRRM3		
9281	SRRM5		
9282	SRRT		
9283	SRSF1		
9284	SRSF10		
9285	SRSF11		
9286	SRSF12		
9287	SRSF2		
9288	SRSF3		
9289	SRSF4		
9290	SRSF6		
9291	SRSF7		
9292	SRSF9		
9293	SRXN1		
9294	SS18	YES	
9295	SS18L1	YES	
9296	SS18L2	YES	
9297	SSB	YES	
9298	SSBP1	YES	
9299	SSBP2	YES	
9300	SSBP4		
9301	SSC5D		
9302	SSFA2	YES	
9303	SSH1	YES	
9304	SSH2		
9305	SSH3	YES	
9306	SSNA1	YES	
9307	SSPN	YES	
9308	SSR1	YES	
9309	SSR2	YES	
9310	SSR3	YES	
9311	SSR4	YES	
9312	SSRP1	YES	
9313	SSSCA1	YES	
9314	SSX6		
9315	ST13	YES	
9316	ST3GAL1	YES	
9317	ST3GAL2	YES	
9318	ST3GAL3		
9319	ST3GAL4	YES	
9320	ST3GAL5	YES	
9321	ST5	YES	
9322	ST6GAL1	YES	
9323	ST6GALNAC2	YES	
9324	ST6GALNAC4	YES	
9325	ST7	YES	
9326	ST7L	YES	
9327	ST8SIA1	YES	
9328	ST8SIA2	YES	
9329	ST8SIA3	YES	
9330	ST8SIA4	YES	
9331	ST8SIA5	YES	
9332	STAC	YES	
9333	STAC2		
9334	STAC3		
9335	STAG1	YES	
9336	STAG2	YES	
9337	STAG3	YES	
9338	STAG3L1		
9339	STAG3L2		
9340	STAG3L3		
9341	STAG3L4		
9342	STAM	YES	
9343	STAM2	YES	
9344	STAMBP	YES	
9345	STAP1	YES	
9346	STAP2	YES	
9347	STARD10		
9348	STARD13	YES	
9349	STARD3	YES	
9350	STARD3NL		
9351	STARD7	YES	
9352	STARD9		
9353	STAT1	YES	
9354	STAT2	YES	
9355	STAT3	YES	
9356	STAT5A	YES	
9357	STAT5B	YES	
9358	STAU1	YES	
9359	STBD1	YES	
9360	STC1	YES	
9361	STC2	YES	
9362	STEAP1	YES	
9363	STEAP1B		
9364	STEAP3	YES	
9365	STEAP4	YES	
9366	STIL	YES	
9367	STIM1	YES	
9368	STIM2		
9369	STIP1	YES	
9370	STK10	YES	
9371	STK11	YES	
9372	STK11IP		
9373	STK17A	YES	
9374	STK17B	YES	
9375	STK19	YES	
9376	STK24	YES	
9377	STK25	YES	
9378	STK3	YES	
9379	STK32A		
9380	STK32B	YES	
9381	STK33		
9382	STK35		
9383	STK36		
9384	STK38	YES	
9385	STK39	YES	
9386	STK4	YES	
9387	STK40		
9388	STMN1	YES	
9389	STMN3	YES	
9390	STOML2	YES	
9391	STON1	YES	
9392	STON2		
9393	STOX2		
9394	STRA13		
9395	STRADA		
9396	STRADB		
9397	STRN	YES	
9398	STRN4	YES	
9399	STT3A	YES	
9400	STT3B		
9401	STX10	YES	
9402	STX16	YES	
9403	STX17	YES	
9404	STX18	YES	
9405	STX19		
9406	STX1A	YES	
9407	STX1B		
9408	STX2	YES	
9409	STX4	YES	
9410	STX5	YES	
9411	STX6	YES	
9412	STX8	YES	
9413	STXBP1	YES	
9414	STXBP2	YES	
9415	STXBP3	YES	Classical
9416	STXBP4		
9417	STYX		
9418	STYXL1	YES	
9419	SUB1	YES	
9420	SUCLG1	YES	
9421	SUCLG2	YES	
9422	SUFU		
9423	SUGP1		
9424	SUGP2		
9425	SUGT1		
9426	SUGT1P3		
9427	SULF1	YES	
